Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,SPID,GOID,GO_id,term,GOSlim_bin,aspect,contig
comp109929_c0_seq1,sp,Q7M758,NALDL_MOUSE,51.09,92,40,1,300,25,407,493,2.00E-24,101,Q7M758,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,109929
comp109931_c1_seq1,sp,O15550,KDM6A_HUMAN,64.08,206,71,2,1,609,1191,1396,5.00E-92,298,O15550,GO:0051568,GO:0051568,histone H3-K4 methylation,protein metabolism,P,109931
comp109938_c0_seq1,sp,Q460N5,PAR14_HUMAN,34.15,164,103,4,337,822,1027,1187,3.00E-20,96.7,Q460N5,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,109938
comp109960_c0_seq1,sp,Q804X6,FA9_CHICK,37.27,110,56,5,4,327,341,439,3.00E-09,57.4,Q804X6,GO:0007596,GO:0007596,blood coagulation,stress response,P,109960
comp109970_c0_seq1,sp,Q9Y6A1,POMT1_HUMAN,75.51,49,12,0,233,87,398,446,2.00E-20,88.6,Q9Y6A1,GO:0005975,GO:0005975,carbohydrate metabolic process,other metabolic processes,P,109970
comp109972_c0_seq1,sp,Q8HY11,CLC4M_HYLSY,28.71,101,68,3,23,319,289,387,1.00E-07,52.8,Q8HY11,GO:0045087,GO:0045087,innate immune response,stress response,P,109972
comp109979_c0_seq1,sp,A0LV85,FPG_ACIC1,55.68,88,38,1,5,265,44,131,2.00E-23,95.1,A0LV85,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,109979
comp109979_c1_seq1,sp,A4QFD9,FPG_CORGB,57.3,89,38,0,3,269,150,238,3.00E-27,105,A4QFD9,GO:0006974,GO:0006974,response to DNA damage stimulus,stress response,P,109979
comp109993_c0_seq1,sp,Q60648,SAP3_MOUSE,30.67,163,105,3,635,168,29,190,9.00E-25,103,Q60648,GO:0006629,GO:0006629,lipid metabolic process,other metabolic processes,P,109993
comp109999_c0_seq1,sp,Q2M2Z5,KIZ_HUMAN,35.11,94,61,0,1,282,15,108,9.00E-11,62.4,Q2M2Z5,GO:0007051,GO:0007051,spindle organization,cell cycle and proliferation,P,109999
comp110002_c0_seq1,sp,Q8JHF2,LFNG_DANRE,55.69,255,106,5,5,754,111,363,6.00E-93,285,Q8JHF2,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,110002
comp110015_c0_seq1,sp,P41797,HSP71_CANAL,50.88,171,82,1,4,510,437,607,1.00E-39,148,P41797,GO:0006950,GO:0006950,response to stress,stress response,P,110015
comp110023_c0_seq1,sp,Q6AYC8,SH24A_RAT,55.7,79,35,0,2,238,344,422,1.00E-23,98.6,Q6AYC8,GO:0010923,GO:0010923,negative regulation of phosphatase activity,other metabolic processes,P,110023
comp110031_c0_seq1,sp,Q61194,P3C2A_MOUSE,50,180,87,2,1,531,1267,1446,3.00E-56,197,Q61194,GO:0006897,GO:0006897,endocytosis,transport,P,110031
comp110034_c0_seq1,sp,Q91ZN7,CHK1_RAT,58.72,109,45,0,329,3,342,450,1.00E-35,131,Q91ZN7,GO:0033261,GO:0033261,regulation of S phase,cell cycle and proliferation,P,110034
comp110040_c0_seq1,sp,Q1JQE6,NCEH1_BOVIN,39.07,215,119,8,18,650,177,383,7.00E-30,120,Q1JQE6,GO:0016042,GO:0016042,lipid catabolic process,other metabolic processes,P,110040
comp110041_c0_seq2,sp,O97159,CHDM_DROME,32.26,124,64,3,202,540,690,804,3.00E-11,66.2,O97159,GO:0045892,GO:0045892,"""negative regulation of transcription, DNA-dependent""",RNA metabolism,P,110041
comp110041_c0_seq1,sp,Q12873,CHD3_HUMAN,38.46,91,49,4,4,264,722,809,2.00E-08,56.2,Q12873,GO:0006357,GO:0006357,regulation of transcription from RNA polymerase II promoter,RNA metabolism,P,110041
comp110047_c0_seq2,sp,Q9BSU1,CP070_HUMAN,60.77,418,145,4,1612,383,1,407,0,528,Q9BSU1,GO:0043001,GO:0043001,Golgi to plasma membrane protein transport,transport,P,110047
comp110079_c1_seq1,sp,P40416,ATM1_YEAST,35.29,85,40,2,239,6,536,612,5.00E-07,50.4,P40416,GO:0055085,GO:0055085,transmembrane transport,transport,P,110079
comp110084_c0_seq1,sp,Q9Y248,PSF2_HUMAN,62.09,182,68,1,603,58,1,181,2.00E-79,243,Q9Y248,GO:0000084,GO:0000084,S phase of mitotic cell cycle,cell cycle and proliferation,P,110084
comp110088_c0_seq1,sp,Q6NYV8,LCLT1_DANRE,51.81,193,92,1,7,585,79,270,4.00E-66,214,Q6NYV8,GO:0035162,GO:0035162,embryonic hemopoiesis,developmental processes,P,110088
comp110093_c0_seq1,sp,Q96QU1,PCD15_HUMAN,36.36,88,53,2,118,378,610,695,8.00E-07,51.2,Q96QU1,GO:0050957,GO:0050957,equilibrioception,other biological processes,P,110093
comp110096_c0_seq1,sp,A1L1R5,PTPC1_DANRE,54.27,199,85,2,599,3,22,214,1.00E-71,236,A1L1R5,GO:0016311,GO:0016311,dephosphorylation,other metabolic processes,P,110096
comp110096_c0_seq3,sp,A1L1R5,PTPC1_DANRE,47.89,142,68,2,451,26,22,157,6.00E-41,149,A1L1R5,GO:0006470,GO:0006470,protein amino acid dephosphorylation,protein metabolism,P,110096
comp110117_c0_seq1,sp,P17706,PTN2_HUMAN,57.94,126,47,2,407,30,9,128,3.00E-43,152,P17706,GO:0060334,GO:0060334,regulation of interferon-gamma-mediated signaling pathway,signal transduction,P,110117
comp110125_c0_seq1,sp,P97363,SPTC2_MOUSE,63.08,130,48,0,392,3,169,298,1.00E-49,171,P97363,GO:0046512,GO:0046512,sphingosine biosynthetic process,other metabolic processes,P,110125
comp110125_c2_seq1,sp,Q9NUV7,SPTC3_HUMAN,60.99,141,55,0,424,2,336,476,2.00E-44,157,Q9NUV7,GO:0030148,GO:0030148,sphingolipid biosynthetic process,other metabolic processes,P,110125
comp110133_c0_seq1,sp,Q4KKZ1,CA158_MOUSE,38.89,180,103,4,83,616,10,184,3.00E-32,124,Q4KKZ1,GO:0008150,GO:0008150,biological_process,other biological processes,P,110133
comp110142_c0_seq1,sp,P35789,ZNF93_HUMAN,30,110,68,3,539,865,231,332,3.00E-07,56.2,P35789,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,110142
comp110142_c0_seq2,sp,Q15935,ZNF77_HUMAN,31.53,111,67,3,132,461,436,538,5.00E-09,60.1,Q15935,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,110142
comp110156_c0_seq1,sp,O42384,5H1AB_TAKRU,29.35,92,65,0,300,25,318,409,4.00E-09,56.6,O42384,GO:0007165,GO:0007165,signal transduction,signal transduction,P,110156
comp110159_c0_seq2,sp,Q5RBG4,KAT5_PONAB,53.42,307,112,6,1,906,6,286,4.00E-102,313,Q5RBG4,GO:0040008,GO:0040008,regulation of growth,other biological processes,P,110159
comp110159_c0_seq1,sp,Q9TYU5,TIP60_CAEEL,62.59,147,54,1,189,629,134,279,8.00E-62,205,Q9TYU5,GO:0007275,GO:0007275,multicellular organismal development,developmental processes,P,110159
comp110161_c2_seq1,sp,O13134,S4A4_AMBTI,50.76,132,59,1,384,7,61,192,1.00E-36,139,O13134,GO:0006814,GO:0006814,sodium ion transport,transport,P,110161
comp110172_c0_seq1,sp,Q54ZN3,Y0004_DICDI,38.27,81,46,1,80,322,502,578,3.00E-09,58.9,Q54ZN3,GO:0016310,GO:0016310,phosphorylation,other metabolic processes,P,110172
comp110172_c2_seq1,sp,Q9ESG9,PMYT1_MOUSE,38.89,108,51,2,340,20,200,293,1.00E-16,79.3,Q9ESG9,GO:0007049,GO:0007049,cell cycle,cell cycle and proliferation,P,110172
comp110179_c0_seq1,sp,O13955,VAM6_SCHPO,43.75,48,27,0,2,145,845,892,3.00E-08,53.9,O13955,GO:0015031,GO:0015031,protein transport,transport,P,110179
comp110179_c1_seq1,sp,Q96JC1,VPS39_HUMAN,49.62,131,65,1,4,396,708,837,3.00E-32,125,Q96JC1,GO:0006810,GO:0006810,transport,transport,P,110179
comp110197_c0_seq1,sp,Q6A7P7,DAPB_PROAC,100,81,0,0,2,244,87,167,4.00E-42,143,Q6A7P7,GO:0008652,GO:0008652,cellular amino acid biosynthetic process,other metabolic processes,P,110197
comp110199_c0_seq1,sp,Q0Z7S8,FABP9_HUMAN,33.83,133,85,1,584,186,3,132,4.00E-17,79,Q0Z7S8,GO:0006810,GO:0006810,transport,transport,P,110199
comp110207_c0_seq1,sp,Q8BJH1,ZC21A_MOUSE,44.59,157,86,1,50,517,16,172,2.00E-28,117,Q8BJH1,GO:0008150,GO:0008150,biological_process,other biological processes,P,110207
comp110230_c0_seq1,sp,Q8YV57,Y2124_NOSS1,37.21,86,50,3,474,220,1478,1560,1.00E-07,55.8,Q8YV57,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,110230
comp110230_c0_seq2,sp,Q9QXW2,FBXW5_MOUSE,62.89,159,58,1,889,413,386,543,3.00E-64,218,Q9QXW2,GO:0008150,GO:0008150,biological_process,other biological processes,P,110230
comp110245_c0_seq1,sp,Q7TQE7,K0895_MOUSE,54,200,92,0,642,43,185,384,8.00E-67,223,Q7TQE7,GO:0008150,GO:0008150,biological_process,other biological processes,P,110245
comp110250_c0_seq1,sp,Q6UXZ4,UNC5D_HUMAN,35.61,132,67,4,391,8,200,317,4.00E-16,79.3,Q6UXZ4,GO:0007411,GO:0007411,axon guidance,developmental processes,P,110250
comp110253_c1_seq1,sp,Q8K3A9,MEPCE_MOUSE,49.28,69,34,1,295,89,156,223,6.00E-12,66.2,Q8K3A9,GO:0032259,GO:0032259,methylation,other metabolic processes,P,110253
comp110255_c0_seq1,sp,Q9R0S3,MMP17_MOUSE,39.23,130,69,5,389,15,336,460,8.00E-24,100,Q9R0S3,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,110255
comp110257_c0_seq1,sp,B8JLV7,VMA21_DANRE,50.67,75,37,0,82,306,21,95,4.00E-17,77,B8JLV7,GO:0070072,GO:0070072,vacuolar proton-transporting V-type ATPase complex assembly,cell organization and biogenesis,P,110257
comp110270_c0_seq1,sp,P09172,DOPO_HUMAN,61.11,90,35,0,270,1,426,515,4.00E-30,116,P09172,GO:0008306,GO:0008306,associative learning,other biological processes,P,110270
comp110272_c0_seq1,sp,Q4V8R6,E4F1_DANRE,46.36,110,51,2,528,854,342,444,6.00E-23,103,Q4V8R6,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,110272
comp110281_c0_seq1,sp,P98158,LRP2_RAT,46.67,90,45,2,436,173,203,291,6.00E-09,58.2,P98158,GO:0045056,GO:0045056,transcytosis,transport,P,110281
comp110294_c0_seq1,sp,Q4VSN1,DUSTY_DANRE,46,250,135,0,753,4,303,552,9.00E-69,232,Q4VSN1,GO:0006468,GO:0006468,protein amino acid phosphorylation,protein metabolism,P,110294
comp110314_c1_seq1,sp,Q8NFA0,UBP32_HUMAN,50,220,110,0,13,672,20,239,5.00E-66,227,Q8NFA0,GO:0006508,GO:0006508,proteolysis,protein metabolism,P,110314
comp110334_c0_seq1,sp,Q99JY1,TIRAP_MOUSE,32.26,124,75,3,359,724,105,221,5.00E-09,59.7,Q99JY1,GO:0051092,GO:0051092,positive regulation of NF-kappaB transcription factor activity,RNA metabolism,P,110334
comp110338_c0_seq1,sp,Q96Q05,TPPC9_HUMAN,39.13,184,112,0,610,59,589,772,3.00E-36,140,Q96Q05,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,110338
comp110338_c0_seq2,sp,Q96Q05,TPPC9_HUMAN,46.72,122,65,0,391,26,589,710,1.00E-28,115,Q96Q05,GO:0030154,GO:0030154,cell differentiation,other biological processes,P,110338
comp110352_c0_seq1,sp,Q6NRQ1,B3GL2_XENLA,50.76,132,64,1,1,393,336,467,7.00E-37,138,Q6NRQ1,GO:0006486,GO:0006486,protein amino acid glycosylation,protein metabolism,P,110352
comp110357_c0_seq1,sp,Q969X5,ERGI1_HUMAN,67.82,87,28,0,5,265,203,289,2.00E-36,132,Q969X5,GO:0006810,GO:0006810,transport,transport,P,110357
comp110366_c0_seq1,sp,Q6PGC1,DHX29_MOUSE,40.29,407,206,7,1208,3,72,446,5.00E-79,270,Q6PGC1,GO:0008150,GO:0008150,biological_process,other biological processes,P,110366
comp110385_c0_seq1,sp,O93574,RELN_CHICK,56.98,86,37,0,1,258,880,965,1.00E-27,112,O93574,GO:0007420,GO:0007420,brain development,developmental processes,P,110385
comp110389_c0_seq1,sp,Q61586,GPAT1_MOUSE,42.91,296,151,7,12,854,60,352,3.00E-70,237,Q61586,GO:0055091,GO:0055091,phospholipid homeostasis,other biological processes,P,110389
comp110394_c0_seq2,sp,Q86WI1,PKHL1_HUMAN,37.3,126,70,5,3,356,2020,2144,3.00E-08,55.1,Q86WI1,GO:0006955,GO:0006955,immune response,other biological processes,P,110394
comp110400_c0_seq1,sp,Q8BGA7,CG026_MOUSE,29.17,408,246,11,1266,115,1,389,4.00E-36,142,Q8BGA7,GO:0008150,GO:0008150,biological_process,other biological processes,P,110400
comp110403_c1_seq1,sp,B1H2Q6,ZN865_XENTR,50,46,23,0,151,14,165,210,7.00E-11,61.2,B1H2Q6,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,110403
comp110410_c0_seq2,sp,P59240,NPHP4_MOUSE,34.39,221,134,5,647,3,4,219,2.00E-21,97.8,P59240,GO:0060041,GO:0060041,retina development in camera-type eye,developmental processes,P,110410
comp110411_c1_seq1,sp,Q5SUS0,FBW10_MOUSE,39.52,248,134,5,746,6,349,581,1.00E-49,180,Q5SUS0,GO:0008150,GO:0008150,biological_process,other biological processes,P,110411
comp110417_c0_seq1,sp,Q8C3K5,TMM72_MOUSE,32.23,121,68,2,340,5,12,127,5.00E-06,47.4,Q8C3K5,GO:0008150,GO:0008150,biological_process,other biological processes,P,110417
comp110437_c0_seq1,sp,Q8BND5,QSOX1_MOUSE,39.05,169,95,3,496,2,39,203,5.00E-34,131,Q8BND5,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,110437
comp110443_c0_seq1,sp,Q23551,UNC22_CAEEL,37.8,82,51,0,17,262,19,100,4.00E-10,63.2,Q23551,GO:0040027,GO:0040027,negative regulation of vulval development,developmental processes,P,110443
comp110469_c0_seq1,sp,P37806,UNC87_CAEEL,41.56,77,39,1,67,279,330,406,9.00E-07,53.5,P37806,GO:0040011,GO:0040011,locomotion,other biological processes,P,110469
comp110477_c0_seq1,sp,Q8IW92,GLBL2_HUMAN,47.14,70,36,1,3,212,524,592,5.00E-14,70.1,Q8IW92,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,110477
comp110477_c1_seq1,sp,Q8NCI6,GLBL3_HUMAN,37.69,130,74,3,11,397,394,517,9.00E-12,66.2,Q8NCI6,GO:0005975,GO:0005975,carbohydrate metabolic process,other metabolic processes,P,110477
comp110570_c0_seq1,sp,Q91W90,TXND5_MOUSE,42.05,176,97,3,618,94,240,411,1.00E-41,150,Q91W90,GO:0045454,GO:0045454,cell redox homeostasis,other biological processes,P,110570
comp110573_c0_seq2,sp,Q28EC1,RGF1B_XENTR,58.15,399,162,3,1363,182,67,465,3.00E-165,481,Q28EC1,GO:0051056,GO:0051056,regulation of small GTPase mediated signal transduction,signal transduction,P,110573
comp110573_c0_seq1,sp,Q9Y4G8,RPGF2_HUMAN,33.82,207,115,5,668,57,717,904,8.00E-25,110,Q9Y4G8,GO:0000165,GO:0000165,MAPKKK cascade,signal transduction,P,110573
comp110575_c0_seq1,sp,Q9YGN6,SMUG1_XENLA,50.22,229,113,1,949,263,42,269,2.00E-78,257,Q9YGN6,GO:0006281,GO:0006281,DNA repair,stress response,P,110575
comp110578_c0_seq2,sp,Q8R1F6,HID1_MOUSE,80.83,240,46,0,725,6,367,606,1.00E-134,404,Q8R1F6,GO:0008150,GO:0008150,biological_process,other biological processes,P,110578
comp110593_c1_seq1,sp,Q9DGG6,ADCY9_CHICK,60.1,208,67,2,3,626,387,578,8.00E-72,242,Q9DGG6,GO:0009190,GO:0009190,cyclic nucleotide biosynthetic process,other metabolic processes,P,110593
comp110595_c0_seq1,sp,Q8AVI4,SHOC2_XENLA,34.09,132,84,2,361,750,392,522,3.00E-15,79,Q8AVI4,GO:0046579,GO:0046579,positive regulation of Ras protein signal transduction,signal transduction,P,110595
comp110595_c0_seq2,sp,Q8AVI4,SHOC2_XENLA,34.35,131,83,2,473,859,393,522,4.00E-15,79,Q8AVI4,GO:0046579,GO:0046579,positive regulation of Ras protein signal transduction,signal transduction,P,110595
comp110599_c0_seq1,sp,Q6P7A2,UBE4A_RAT,32.23,121,57,5,21,320,9,125,7.00E-08,54.3,Q6P7A2,GO:0016567,GO:0016567,protein ubiquitination,protein metabolism,P,110599
comp110600_c0_seq1,sp,O00519,FAAH1_HUMAN,48.15,81,40,1,483,247,489,569,3.00E-15,77.4,O00519,GO:0009062,GO:0009062,fatty acid catabolic process,other metabolic processes,P,110600
comp110601_c0_seq2,sp,Q91ZI0,CELR3_MOUSE,38.26,149,85,2,447,1,2082,2223,5.00E-29,117,Q91ZI0,GO:0001764,GO:0001764,neuron migration,developmental processes,P,110601
comp110621_c1_seq1,sp,Q07113,MPRI_MOUSE,38.79,232,131,7,4,690,1181,1404,3.00E-34,136,Q07113,GO:0006810,GO:0006810,transport,transport,P,110621
comp110622_c0_seq1,sp,Q9ER74,SALL1_MOUSE,42.86,77,33,3,255,31,1002,1069,3.00E-12,65.9,Q9ER74,GO:0000122,GO:0000122,negative regulation of transcription from RNA polymerase II promoter,RNA metabolism,P,110622
comp110626_c1_seq1,sp,C5D8U8,RBGA_GEOSW,47.62,63,33,0,2,190,4,66,1.00E-15,73.6,C5D8U8,GO:0042254,GO:0042254,ribosome biogenesis,other biological processes,P,110626
comp110629_c0_seq1,sp,A2ASS6,TITIN_MOUSE,26.53,245,156,9,14,715,26638,26869,3.00E-09,62.8,A2ASS6,GO:0035023,GO:0035023,regulation of Rho protein signal transduction,signal transduction,P,110629
comp110650_c0_seq1,sp,Q21XQ9,HEM3_RHOFD,69.14,81,25,0,2,244,174,254,4.00E-31,115,Q21XQ9,GO:0006779,GO:0006779,porphyrin biosynthetic process,other metabolic processes,P,110650
comp110655_c0_seq1,sp,P49883,ECR_MANSE,48.48,99,50,1,339,635,356,453,6.00E-19,89,P49883,GO:0035076,GO:0035076,ecdysone receptor-mediated signaling pathway,signal transduction,P,110655
comp110675_c0_seq5,sp,P25286,VPP1_RAT,51.82,384,161,9,1223,123,462,838,3.00E-119,373,P25286,GO:0006811,GO:0006811,ion transport,transport,P,110675
comp110681_c0_seq1,sp,Q8IWF2,FXRD2_HUMAN,55.9,161,70,1,2,481,324,484,5.00E-58,197,Q8IWF2,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,110681
comp110691_c0_seq1,sp,O95405,ZFYV9_HUMAN,56.69,254,108,1,4,759,1169,1422,8.00E-93,303,O95405,GO:0007183,GO:0007183,SMAD protein complex assembly,signal transduction,P,110691
comp110709_c0_seq1,sp,Q7SZ73,FXL15_XENLA,38.22,259,160,0,1013,237,12,270,4.00E-57,194,Q7SZ73,GO:0016567,GO:0016567,protein ubiquitination,protein metabolism,P,110709
comp110715_c0_seq1,sp,Q5VU97,CAHD1_HUMAN,40.41,146,80,2,4,420,504,649,4.00E-28,114,Q5VU97,GO:0006810,GO:0006810,transport,transport,P,110715
comp110717_c1_seq1,sp,P29788,VTNC_MOUSE,49.4,83,38,3,3,242,177,258,7.00E-16,75.5,P29788,GO:0032092,GO:0032092,positive regulation of protein binding,other biological processes,P,110717
comp110717_c0_seq1,sp,Q9WTR0,MMP16_MOUSE,40.62,64,36,2,2,190,470,532,2.00E-07,53.5,Q9WTR0,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,110717
comp110722_c0_seq1,sp,Q1LUI2,HDDC2_DANRE,55.38,65,29,0,196,2,90,154,4.00E-17,76.6,Q1LUI2,GO:0008152,GO:0008152,metabolic process,other metabolic processes,P,110722
comp110726_c0_seq1,sp,Q1L8P7,TSP3B_DANRE,63.64,33,12,0,42,140,541,573,1.00E-05,47.8,Q1L8P7,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,110726
comp110730_c0_seq1,sp,Q6A780,DNAE2_PROAC,100,74,0,0,223,2,237,310,5.00E-41,147,Q6A780,GO:0006281,GO:0006281,DNA repair,stress response,P,110730
comp110736_c0_seq1,sp,P51140,DSH_DROME,41.56,77,44,1,322,549,11,87,4.00E-13,72.8,P51140,GO:0016055,GO:0016055,Wnt receptor signaling pathway,signal transduction,P,110736
comp110736_c0_seq3,sp,Q2VUH7,DIXC1_RAT,38.24,421,207,8,547,1794,278,650,2.00E-67,239,Q2VUH7,GO:0021695,GO:0021695,cerebellar cortex development,developmental processes,P,110736
comp110761_c1_seq1,sp,B1AY13,UBP24_MOUSE,53.41,88,38,2,114,377,2477,2561,4.00E-22,101,B1AY13,GO:0008150,GO:0008150,biological_process,other biological processes,P,110761
comp110772_c1_seq2,sp,O15072,ATS3_HUMAN,34.29,140,78,6,6,419,920,1047,5.00E-12,67,O15072,GO:0030574,GO:0030574,collagen catabolic process,other metabolic processes,P,110772
comp110778_c0_seq1,sp,O75106,AOC2_HUMAN,32.32,164,96,2,483,1,382,533,2.00E-21,94.7,O75106,GO:0009308,GO:0009308,cellular amine metabolic process,other metabolic processes,P,110778
comp110789_c0_seq1,sp,Q9CZJ2,HS12B_MOUSE,35.04,137,43,4,5,277,215,351,5.00E-13,68.2,Q9CZJ2,GO:0008150,GO:0008150,biological_process,other biological processes,P,110789
comp110805_c1_seq2,sp,Q6P4U0,THS7B_MOUSE,35.75,386,227,11,1125,1,1042,1417,5.00E-63,224,Q6P4U0,GO:0008150,GO:0008150,biological_process,other biological processes,P,110805
comp110805_c1_seq1,sp,Q9HCB6,SPON1_HUMAN,27.64,275,148,13,839,69,443,684,1.00E-15,82.4,Q9HCB6,GO:0007155,GO:0007155,cell adhesion,cell adhesion,P,110805
comp110810_c0_seq1,sp,P26990,ARF6_CHICK,94.29,175,10,0,206,730,1,175,2.00E-119,350,P26990,GO:0015031,GO:0015031,protein transport,transport,P,110810
comp110827_c0_seq1,sp,Q5RE98,AOFB_PONAB,56.02,166,73,0,1,498,330,495,3.00E-57,192,Q5RE98,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,110827
comp110834_c1_seq1,sp,Q66H65,N42L2_RAT,56.19,105,43,1,2,307,404,508,2.00E-30,117,Q66H65,GO:0001701,GO:0001701,in utero embryonic development,developmental processes,P,110834
comp110835_c0_seq1,sp,P51658,DHB2_MOUSE,37.5,112,65,1,20,355,63,169,7.00E-20,87,P51658,GO:0055114,GO:0055114,oxidation reduction,other metabolic processes,P,110835
comp110839_c0_seq1,sp,Q9NDE7,INS_APLCA,38.74,111,59,4,703,377,26,129,1.00E-13,70.9,Q9NDE7,GO:0007218,GO:0007218,neuropeptide signaling pathway,signal transduction,P,110839
comp110845_c0_seq1,sp,Q80W31,ZN569_MOUSE,37.63,93,45,2,565,317,332,421,3.00E-11,65.9,Q80W31,GO:0008150,GO:0008150,biological_process,other biological processes,P,110845
comp110861_c1_seq1,sp,Q68Y62,CPT1A_HORSE,41.89,74,35,2,200,3,402,475,2.00E-08,53.9,Q68Y62,GO:0006810,GO:0006810,transport,transport,P,110861
comp110892_c0_seq1,sp,Q9UL19,TIG3_HUMAN,38.28,128,72,3,1,381,11,132,5.00E-19,86.3,Q9UL19,GO:0016042,GO:0016042,lipid catabolic process,other metabolic processes,P,110892
comp110893_c0_seq2,sp,Q17QR6,MOT13_BOVIN,37.82,156,97,0,468,1,7,162,4.00E-27,111,Q17QR6,GO:0055085,GO:0055085,transmembrane transport,transport,P,110893
comp110898_c3_seq1,sp,P23939,CEBA_BACAM,51.85,54,26,0,226,65,41,94,2.00E-12,62,P23939,GO:0009307,GO:0009307,DNA restriction-modification system,DNA metabolism,P,110898
comp110914_c0_seq3,sp,P32004,L1CAM_HUMAN,40.58,69,40,1,16,219,583,651,5.00E-08,53.1,P32004,GO:0007157,GO:0007157,heterophilic cell adhesion,cell adhesion,P,110914
comp110917_c0_seq1,sp,Q3TUF7,YETS2_MOUSE,38.37,86,52,1,148,405,1138,1222,5.00E-13,71.2,Q3TUF7,GO:0043966,GO:0043966,histone H3 acetylation,protein metabolism,P,110917
comp110919_c0_seq1,sp,Q9CWL2,CASZ1_MOUSE,33.61,122,80,1,247,609,1211,1332,8.00E-16,82,Q9CWL2,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,110919
comp110930_c2_seq1,sp,Q96RK0,CIC_HUMAN,69.57,92,22,2,69,326,156,247,6.00E-34,129,Q96RK0,GO:0006355,GO:0006355,"""regulation of transcription, DNA-dependent""",RNA metabolism,P,110930
comp110949_c0_seq1,sp,A8E0R9,GRIP2_XENLA,41.35,208,109,5,1,597,465,668,8.00E-41,152,A8E0R9,GO:0007281,GO:0007281,germ cell development,other biological processes,P,110949
comp110955_c0_seq1,sp,Q9H790,EXO5_HUMAN,45.26,95,48,3,3,287,132,222,3.00E-14,70.9,Q9H790,GO:0008150,GO:0008150,biological_process,other biological processes,P,110955
comp110983_c0_seq1,sp,P25857,G3PB_ARATH,83.87,186,29,1,556,2,232,417,5.00E-91,280,P25857,GO:0009409,GO:0009409,response to cold,stress response,P,110983
comp110984_c0_seq1,sp,P18239,ADT2_YEAST,66.06,109,37,0,2,328,37,145,5.00E-46,156,P18239,GO:0006810,GO:0006810,transport,transport,P,110984
comp110993_c1_seq1,sp,Q5U4A3,WASH1_XENLA,54.14,157,70,2,7,471,127,283,3.00E-46,164,Q5U4A3,GO:0016197,GO:0016197,endosome transport,transport,P,110993
comp110994_c0_seq1,sp,Q54K00,AATR2_DICDI,37.16,148,88,2,696,265,294,440,4.00E-28,114,Q54K00,GO:0009058,GO:0009058,biosynthetic process,other metabolic processes,P,110994
comp110994_c0_seq2,sp,Q7A875,NORG_STAAN,29.89,87,58,1,328,68,323,406,3.00E-06,48.9,Q7A875,GO:0006351,GO:0006351,"""transcription, DNA-dependent""",RNA metabolism,P,110994
comp110995_c0_seq1,sp,Q9D1E5,LMBRL_MOUSE,55.62,169,75,0,10,516,299,467,7.00E-53,185,Q9D1E5,GO:0008150,GO:0008150,biological_process,other biological processes,P,110995
