GeoID,SPID,evalue,ProteinName,Organism
comp134690_c1_seq1,P34887,6E-16,Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8) (Cyclophilin) (Cyclosporin A-binding protein) (Rotamase),Allium cepa (Onion)
comp134691_c0_seq1,P78417,1E-51,Glutathione S-transferase omega-1 (GSTO-1) (EC 2.5.1.18) (Glutathione S-transferase omega 1-1) (GSTO 1-1) (Glutathione-dependent dehydroascorbate reductase) (EC 1.8.5.1) (Monomethylarsonic acid reductase) (MMA(V) reductase) (EC 1.20.4.2) (S-(Phenacyl)glutathione reductase) (SPG-R),Homo sapiens (Human)
comp134692_c0_seq1,P00508,0,"""Aspartate aminotransferase, mitochondrial (mAspAT) (EC 2.6.1.1) (EC 2.6.1.7) (Glutamate oxaloacetate transaminase 2) (Kynurenine aminotransferase 4) (Kynurenine aminotransferase IV) (Kynurenine--oxoglutarate transaminase 4) (Kynurenine--oxoglutarate transaminase IV) (Transaminase A)""",Gallus gallus (Chicken)
comp134693_c0_seq2,Q28205,0,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (Tubulin-folding cofactor D),Bos taurus (Bovine)
comp134693_c0_seq3,Q55G93,5E-67,Tubulin-specific chaperone D (Tubulin-folding cofactor D),G0268516
comp134693_c0_seq5,Q9BTW9,0,Tubulin-specific chaperone D (Beta-tubulin cofactor D) (tfcD) (SSD-1) (Tubulin-folding cofactor D),Homo sapiens (Human)
comp134701_c1_seq1,Q0WYX8,1E-24,MAM domain-containing glycosylphosphatidylinositol anchor protein 1,Gallus gallus (Chicken)
comp134701_c1_seq2,Q6UXC1,1E-14,Apical endosomal glycoprotein (MAM domain-containing protein 4),Homo sapiens (Human)
comp134701_c1_seq3,P85171,1E-25,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 (Ig6M),Rattus norvegicus (Rat)
comp134705_c0_seq1,O69787,9E-14,Choline-sulfatase (EC 3.1.6.6),Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)
comp134705_c2_seq1,P22304,6E-34,Iduronate 2-sulfatase (EC 3.1.6.13) (Alpha-L-iduronate sulfate sulfatase) (Idursulfase) [Cleaved into: Iduronate 2-sulfatase 42 kDa chain; Iduronate 2-sulfatase 14 kDa chain],Homo sapiens (Human)
comp134706_c0_seq2,P84169,3E-163,26S proteasome non-ATPase regulatory subunit 13 (26S proteasome regulatory subunit RPN9) (26S proteasome regulatory subunit S11) (26S proteasome regulatory subunit p40.5),Gallus gallus (Chicken)
comp134708_c0_seq1,Q9CQT9,2E-28,Uncharacterized protein C20orf24 homolog,Mus musculus (Mouse)
comp134710_c1_seq1,P50226,1E-40,Sulfotransferase 1A2 (ST1A2) (EC 2.8.2.1) (Aryl sulfotransferase 2) (Phenol sulfotransferase 2) (Phenol-sulfating phenol sulfotransferase 2) (P-PST 2),Homo sapiens (Human)
comp134711_c0_seq1,A2A870,1E-59,Fas-binding factor 1 (FBF-1),Mus musculus (Mouse)
comp134716_c0_seq1,Q9NRP7,2E-156,Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog),Homo sapiens (Human)
comp134716_c0_seq11,Q69ZM6,3E-21,Serine/threonine-protein kinase 36 (EC 2.7.11.1) (Fused homolog),Mus musculus (Mouse)
comp134716_c0_seq4,Q2QAV0,6E-118,Serine/threonine-protein kinase TIO (EC 2.7.11.1) (Fused homolog) (AtFUSED) (Protein TWO-IN-ONE) (AtTIO),Arabidopsis thaliana (Mouse-ear cress)
comp134717_c0_seq1,P36425,9E-28,Sperm surface protein Sp17 (Sperm autoantigenic protein 17),Oryctolagus cuniculus (Rabbit)
comp134722_c0_seq2,Q5F359,7E-84,Trafficking protein particle complex subunit 5,33f11
comp134724_c0_seq2,Q15438,2E-120,"""Cytohesin-1 (PH, SEC7 and coiled-coil domain-containing protein 1) (SEC7 homolog B2-1)""",Homo sapiens (Human)
comp134732_c0_seq1,Q7T0Y4,4E-154,Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164),Xenopus laevis (African clawed frog)
comp134732_c0_seq2,Q7T0Y4,0,Dynein regulatory complex protein 1 (Coiled-coil domain-containing protein 164),Xenopus laevis (African clawed frog)
comp134733_c0_seq1,P74148,1E-08,Universal stress protein Sll1388 (USP Sll1388),Synechocystis sp. (strain PCC 6803 / Kazusa)
comp134734_c0_seq2,Q96FB5,2E-09,Protein RRNAD1 (Ribosomal RNA adenine dimethylase domain-containing protein 1),Homo sapiens (Human)
comp134734_c0_seq4,Q8N6Q8,8E-14,Methyltransferase-like protein 25 (EC 2.1.1.-),Homo sapiens (Human)
comp134742_c0_seq3,O70496,2E-124,H(+)/Cl(-) exchange transporter 7 (Chloride channel 7 alpha subunit) (Chloride channel protein 7) (ClC-7),Mus musculus (Mouse)
comp134745_c0_seq2,P54315,5E-81,Inactive pancreatic lipase-related protein 1 (PL-RP1),Homo sapiens (Human)
comp134745_c0_seq3,Q64425,7E-76,Pancreatic triacylglycerol lipase (PL) (PTL) (Pancreatic lipase) (EC 3.1.1.3) (Fragment),Myocastor coypus (Coypu) (Nutria)
comp134749_c0_seq1,Q9PTW9,6E-132,Proteasome subunit alpha type-7 (EC 3.4.25.1) (Proteasome subunit alpha 4),Carassius auratus (Goldfish)
comp134751_c0_seq2,Q9VX91,5E-83,E3 ubiquitin-protein ligase UBR1 (EC 6.3.2.-) (N-recognin) (Ubiquitin-protein ligase E3-alpha),Drosophila melanogaster (Fruit fly)
comp134751_c0_seq4,Q8IWV8,7E-143,E3 ubiquitin-protein ligase UBR2 (EC 6.3.2.-) (N-recognin-2) (Ubiquitin-protein ligase E3-alpha-2) (Ubiquitin-protein ligase E3-alpha-II),Homo sapiens (Human)
comp134752_c0_seq1,Q03958,7E-28,Prefoldin subunit 6 (Protein Ke2),Mus musculus (Mouse)
comp134753_c0_seq2,Q2KIS2,3E-55,"""39S ribosomal protein L44, mitochondrial (L44mt) (MRP-L44) (EC 3.1.26.-)""",Bos taurus (Bovine)
comp134757_c0_seq1,P35520,0,Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase),Homo sapiens (Human)
comp134757_c0_seq2,P32582,3E-113,Cystathionine beta-synthase (EC 4.2.1.22) (Beta-thionase) (Serine sulfhydrase) (Sulfur transfer protein 4),Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast)
comp134760_c0_seq3,Q505D9,5E-07,Tripartite motif-containing protein 67,Mus musculus (Mouse)
comp134760_c0_seq4,Q8BX90,0,Fibronectin type-III domain-containing protein 3A,Mus musculus (Mouse)
comp134766_c0_seq1,Q8AVL0,0,CWF19-like protein 1,Xenopus laevis (African clawed frog)
comp134766_c0_seq2,Q8AVL0,4E-139,CWF19-like protein 1,Xenopus laevis (African clawed frog)
comp134769_c2_seq1,Q9QZ85,9E-11,Interferon-inducible GTPase 1 (EC 3.6.5.-),Mus musculus (Mouse)
comp134770_c1_seq1,Q868T3,2E-13,Cardioacceleratory peptide receptor,Drosophila melanogaster (Fruit fly)
comp134771_c0_seq1,Q6DDY9,1E-46,"""28S ribosomal protein S7, mitochondrial (MRP-S7) (S7mt)""",Xenopus laevis (African clawed frog)
comp134772_c0_seq1,P18421,1E-111,Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain),Rattus norvegicus (Rat)
comp134772_c0_seq2,P18421,1E-111,Proteasome subunit beta type-1 (EC 3.4.25.1) (Macropain subunit C5) (Multicatalytic endopeptidase complex subunit C5) (Proteasome component C5) (Proteasome gamma chain),Rattus norvegicus (Rat)
comp134776_c0_seq1,P46507,0,26S protease regulatory subunit 6B (ATPase MS73),Manduca sexta (Tobacco hawkmoth) (Tobacco hornworm)
comp134777_c1_seq1,P31429,4E-94,Dipeptidase 1 (EC 3.4.13.19) (43 kDa renal band 3-related protein) (Microsomal dipeptidase),Oryctolagus cuniculus (Rabbit)
comp134778_c2_seq1,Q5R3I4,1E-124,Tetratricopeptide repeat protein 38 (TPR repeat protein 38),Homo sapiens (Human)
comp134779_c0_seq1,Q9BUK6,1E-109,Protein misato homolog 1,Homo sapiens (Human)
comp134780_c1_seq1,Q8QGV2,2E-107,Wee1-like protein kinase 1-B (EC 2.7.10.2) (Zygotic wee1-like protein kinase 1B) (Xe-Wee1B) (XeWee1B),Xenopus laevis (African clawed frog)
comp134782_c0_seq1,Q8HXM1,7E-89,Cleavage stimulation factor subunit 2 (CF-1 64 kDa subunit) (Cleavage stimulation factor 64 kDa subunit) (CSTF 64 kDa subunit) (CstF-64),Bos taurus (Bovine)
comp134796_c0_seq1,A7MBL8,0,Serine/threonine-protein kinase N2 (EC 2.7.11.13) (PKN gamma) (Protein kinase C-like 2) (Protein-kinase C-related kinase 2),Danio rerio (Zebrafish) (Brachydanio rerio)
comp134799_c0_seq1,A8E7G4,1E-112,Protein FAM45A (Protein FAM45),Danio rerio (Zebrafish) (Brachydanio rerio)
comp134803_c0_seq3,Q6AZB8,1E-05,Putative nuclease HARBI1 (EC 3.1.-.-) (Harbinger transposase-derived nuclease),Danio rerio (Zebrafish) (Brachydanio rerio)
comp134804_c0_seq1,Q9CWT6,2E-95,Probable ATP-dependent RNA helicase DDX28 (EC 3.6.4.13) (Mitochondrial DEAD box protein 28),Mus musculus (Mouse)
comp134806_c0_seq1,Q5RFF7,2E-22,Tetratricopeptide repeat protein 38 (TPR repeat protein 38),Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp134806_c1_seq1,A3KPN8,5E-25,Tetratricopeptide repeat protein 38 (TPR repeat protein 38),Danio rerio (Zebrafish) (Brachydanio rerio)
comp134807_c0_seq1,A9UMS3,2E-128,Prohibitin-2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp134807_c0_seq2,A9UMS3,1E-128,Prohibitin-2,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)
comp134808_c0_seq1,Q17031,1E-91,Cdc42 homolog (25 kDa GTP-binding protein),Anopheles gambiae (African malaria mosquito)
comp134808_c0_seq2,P35294,2E-10,Ras-related protein Rab-19,Mus musculus (Mouse)
comp134811_c1_seq2,Q09575,5E-06,Uncharacterized protein K02A2.6,Caenorhabditis elegans
comp134815_c0_seq1,Q5Z754,4E-25,Cyclin-dependent kinase F-1 (CDKF;1) (EC 2.7.11.22) (EC 2.7.11.23),Os06g22820 OSJNBa0012F14.17
comp134815_c0_seq2,P50613,4E-149,Cyclin-dependent kinase 7 (EC 2.7.11.22) (EC 2.7.11.23) (39 kDa protein kinase) (p39 Mo15) (CDK-activating kinase 1) (Cell division protein kinase 7) (Serine/threonine-protein kinase 1) (TFIIH basal transcription factor complex kinase subunit),Homo sapiens (Human)
comp134818_c0_seq1,P48594,8E-67,Serpin B4 (Leupin) (Peptidase inhibitor 11) (PI-11) (Squamous cell carcinoma antigen 2) (SCCA-2),Homo sapiens (Human)
comp134819_c0_seq1,Q6PBA8,2E-87,Meiosis-specific nuclear structural protein 1,Danio rerio (Zebrafish) (Brachydanio rerio)
comp134820_c0_seq1,Q96GQ7,0,Probable ATP-dependent RNA helicase DDX27 (EC 3.6.4.13) (DEAD box protein 27),Homo sapiens (Human)
comp134820_c0_seq2,Q2HEB0,2E-61,Pre-mRNA-splicing ATP-dependent RNA helicase PRP28 (EC 3.6.4.13),1444
comp134821_c1_seq1,B0S1F7,4E-12,Chaperone protein DnaJ,779
comp134828_c2_seq6,Q8JZW5,4E-09,SH2 domain-containing protein 5,Mus musculus (Mouse)
comp134828_c2_seq8,Q6ZV89,2E-20,SH2 domain-containing protein 5,Homo sapiens (Human)
comp134830_c0_seq1,Q2T9V5,2E-96,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6 (tRNA(m1A58)-methyltransferase subunit TRM6) (tRNA(m1A58)MTase subunit TRM6),Bos taurus (Bovine)
comp134836_c0_seq2,Q6DTM3,7E-174,Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1),Rattus norvegicus (Rat)
comp134836_c0_seq3,Q8N157,2E-17,Jouberin (Abelson helper integration site 1 protein homolog) (AHI-1),Homo sapiens (Human)
comp134841_c0_seq1,Q6WRH9,2E-11,Immunoglobulin superfamily member 10 (IgSF10) (Calvaria mechanical force protein 608) (CMF608),Rattus norvegicus (Rat)
comp134842_c0_seq2,Q80XN0,5E-58,"""D-beta-hydroxybutyrate dehydrogenase, mitochondrial (BDH) (EC 1.1.1.30) (3-hydroxybutyrate dehydrogenase)""",Mus musculus (Mouse)
comp134846_c0_seq1,P52899,1E-171,"""Probable pyruvate dehydrogenase E1 component subunit alpha, mitochondrial (PDHE1-A) (EC 1.2.4.1)""",Caenorhabditis elegans
comp134848_c0_seq1,O15091,4E-25,Mitochondrial ribonuclease P protein 3 (Mitochondrial RNase P protein 3),Homo sapiens (Human)
comp134852_c0_seq1,Q5WRN3,5E-54,N(6)-adenine-specific DNA methyltransferase 2 homolog (EC 2.1.1.-),Caenorhabditis elegans
comp134852_c0_seq2,Q6GN98,5E-80,N(6)-adenine-specific DNA methyltransferase 2 (EC 2.1.1.-),Xenopus laevis (African clawed frog)
comp134853_c0_seq1,Q86GC8,7E-20,Acetylcholinesterase (AChE) (EC 3.1.1.7),Culex pipiens (House mosquito)
comp134854_c1_seq1,Q9D3A8,2E-77,Carboxyl-terminal PDZ ligand of neuronal nitric oxide synthase protein (C-terminal PDZ ligand of neuronal nitric oxide synthase protein) (Nitric oxide synthase 1 adaptor protein),Mus musculus (Mouse)
comp134860_c0_seq1,Q9JHG0,9E-07,Cerebellin-3,Mus musculus (Mouse)
comp134863_c0_seq1,O94761,1E-66,"""ATP-dependent DNA helicase Q4 (EC 3.6.4.12) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)""",Homo sapiens (Human)
comp134863_c1_seq1,Q0WVW7,8E-07,ATP-dependent DNA helicase Q-like 5 (EC 3.6.4.12) (RecQ-like protein 5) (AtRecQ5) (AtRecQl5),Arabidopsis thaliana (Mouse-ear cress)
comp134870_c0_seq1,Q5R4F5,1E-32,Muscleblind-like protein 2,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp134870_c0_seq10,O16011,2E-41,Protein muscleblind (Protein mindmelt),Drosophila melanogaster (Fruit fly)
comp134870_c0_seq2,Q0JD07,4E-14,Zinc finger CCCH domain-containing protein 28 (OsC3H28),Os04g35800 OJ000114
comp134870_c0_seq6,Q6Q2B2,5E-37,Muscleblind-like protein 2a (Tmbnl2a),Takifugu rubripes (Japanese pufferfish) (Fugu rubripes)
comp134870_c0_seq7,O16011,3E-42,Protein muscleblind (Protein mindmelt),Drosophila melanogaster (Fruit fly)
comp134870_c0_seq9,Q94250,7E-40,Muscleblind-like protein (CeMBL),Caenorhabditis elegans
comp134871_c2_seq1,Q91X58,7E-64,AN1-type zinc finger protein 2B (Arsenite-inducible RNA-associated protein-like protein) (AIRAP-like protein),Mus musculus (Mouse)
comp134871_c2_seq2,Q0D5B9,9E-28,Zinc finger AN1 and C2H2 domain-containing stress-associated protein 16 (OsSAP16),Os07g38240 OJ1019
comp134871_c2_seq3,Q9JII7,1E-55,AN1-type zinc finger protein 2A (Arsenite-inducible RNA-associated protein),Mus musculus (Mouse)
comp134875_c0_seq5,Q6GR34,6E-69,Uncharacterized protein C16orf52 homolog A,Xenopus laevis (African clawed frog)
comp134875_c0_seq6,Q8NHV5,3E-32,Uncharacterized protein C16orf52,Homo sapiens (Human)
comp134876_c0_seq1,Q54271,2E-52,Phosphonopyruvate decarboxylase (EC 4.1.1.82),Streptomyces hygroscopicus
comp134879_c0_seq1,Q91X34,2E-09,Bile acid-CoA:amino acid N-acyltransferase (BACAT) (BAT) (EC 2.3.1.65) (Glycine N-choloyltransferase) (Long-chain fatty-acyl-CoA hydrolase) (EC 3.1.2.2),Mus musculus (Mouse)
comp134879_c0_seq2,A2AKK5,1E-10,Acyl-coenzyme A amino acid N-acyltransferase 1 (EC 2.3.1.-),Mus musculus (Mouse)
comp134880_c0_seq1,Q3ULM6,2E-38,SUMO-specific isopeptidase USPL1 (EC 3.4.22.-) (Ubiquitin-specific peptidase-like protein 1),Mus musculus (Mouse)
comp134881_c0_seq1,A2RTY3,2E-24,Uncharacterized protein C17orf66,Homo sapiens (Human)
comp134891_c0_seq1,Q8N782,1E-32,Zinc finger protein 525,Homo sapiens (Human)
comp134897_c0_seq1,Q9GZS1,3E-43,DNA-directed RNA polymerase I subunit RPA49 (RNA polymerase I subunit A49) (DNA-directed RNA polymerase I subunit E) (RNA polymerase I-associated factor 1) (RNA polymerase I-associated factor 53),Homo sapiens (Human)
comp134898_c0_seq1,P19178,7E-43,Histone H2A,Platynereis dumerilii (Dumeril's clam worm)
comp134903_c0_seq1,Q9JHB5,8E-74,Translin-associated protein X (Translin-associated factor X),Rattus norvegicus (Rat)
comp134906_c0_seq2,P23508,9E-31,Colorectal mutant cancer protein (Protein MCC),Homo sapiens (Human)
comp134909_c1_seq3,O15084,3E-158,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK),Homo sapiens (Human)
comp134909_c1_seq4,O15084,2E-158,Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A (PP6-ARS-A) (Serine/threonine-protein phosphatase 6 regulatory subunit ARS-A) (Ankyrin repeat domain-containing protein 28) (Phosphatase interactor targeting protein hnRNP K) (PITK),Homo sapiens (Human)
comp134910_c1_seq1,P32348,4E-30,Tubulin gamma chain (Gamma-tubulin),Ustilago violacea (Smut fungus) (Microbotryum violaceum)
comp134910_c1_seq2,P20802,3E-135,Tubulin beta chain (Beta-tubulin),Achlya klebsiana
comp134910_c1_seq5,P18700,1E-157,Tubulin beta chain (Beta-tubulin) (Fragment),Strongylocentrotus purpuratus (Purple sea urchin)
comp134911_c0_seq1,A7YW45,2E-09,Protein arginine N-methyltransferase 5 (EC 2.1.1.-) (Histone-arginine N-methyltransferase PRMT5) (EC 2.1.1.125) (Shk1 kinase-binding protein 1 homolog) (SKB1 homolog),Bos taurus (Bovine)
comp134911_c0_seq2,P55345,9E-125,Protein arginine N-methyltransferase 2 (EC 2.1.1.-) (Histone-arginine N-methyltransferase PRMT2) (EC 2.1.1.125),Homo sapiens (Human)
comp134912_c0_seq1,Q16943,6E-74,Vesicle-associated membrane protein/synaptobrevin-binding protein (VAP-33),Aplysia californica (California sea hare)
comp134912_c0_seq2,Q16943,3E-66,Vesicle-associated membrane protein/synaptobrevin-binding protein (VAP-33),Aplysia californica (California sea hare)
comp134922_c0_seq1,A4FUZ6,2E-48,Hydroxysteroid dehydrogenase-like protein 2 (EC 1.-.-.-),Bos taurus (Bovine)
comp134926_c0_seq1,Q8BGV0,5E-168,"""Probable asparagine--tRNA ligase, mitochondrial (EC 6.1.1.22) (Asparaginyl-tRNA synthetase) (AsnRS)""",Mus musculus (Mouse)
comp134930_c0_seq1,Q9D342,3E-32,Transmembrane protein 170A,Mus musculus (Mouse)
comp134938_c0_seq1,Q5E9K3,3E-76,Pyridoxine-5'-phosphate oxidase (EC 1.4.3.5) (Pyridoxamine-phosphate oxidase),Bos taurus (Bovine)
comp134938_c1_seq1,C1C4R8,1E-119,3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (R-beta-hydroxybutyrate dehydrogenase),Lithobates catesbeiana (American bullfrog) (Rana catesbeiana)
comp134938_c1_seq2,C1C4R8,4E-103,3-hydroxybutyrate dehydrogenase type 2 (EC 1.1.1.-) (EC 1.1.1.30) (R-beta-hydroxybutyrate dehydrogenase),Lithobates catesbeiana (American bullfrog) (Rana catesbeiana)
comp134941_c0_seq1,Q8R092,6E-20,Uncharacterized protein C1orf43 homolog,Mus musculus (Mouse)
comp134941_c0_seq2,Q5RF08,2E-20,Uncharacterized protein C1orf43 homolog,Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)
comp134945_c0_seq1,D3ZV31,1E-95,Zinc finger CCHC domain-containing protein 4,Rattus norvegicus (Rat)
comp134948_c0_seq1,Q09927,2E-26,L-azetidine-2-carboxylic acid acetyltransferase (EC 2.3.1.-),Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)
comp134949_c0_seq1,O43447,2E-98,Peptidyl-prolyl cis-trans isomerase H (PPIase H) (EC 5.2.1.8) (Rotamase H) (Small nuclear ribonucleoprotein particle-specific cyclophilin H) (CypH) (U-snRNP-associated cyclophilin SnuCyp-20) (USA-CYP),Homo sapiens (Human)
comp134951_c0_seq1,P30151,2E-91,Elongation factor 1-beta (EF-1-beta) (p30),Xenopus laevis (African clawed frog)
comp134954_c0_seq1,P11881,0,"""Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate-binding protein P400) (Protein PCD-6) (Purkinje cell protein 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)""",Mus musculus (Mouse)
comp134954_c0_seq2,Q8WSR4,0,"""Inositol 1,4,5-trisphosphate receptor (ApIP3R)""",Asterina pectinifera (Starfish) (Patiria pectinifera)
comp134954_c0_seq4,Q14571,0,"""Inositol 1,4,5-trisphosphate receptor type 2 (IP3 receptor isoform 2) (IP3R 2) (InsP3R2) (Type 2 inositol 1,4,5-trisphosphate receptor) (Type 2 InsP3 receptor)""",Homo sapiens (Human)
comp134954_c0_seq5,P11881,0,"""Inositol 1,4,5-trisphosphate receptor type 1 (IP3 receptor isoform 1) (IP3R 1) (InsP3R1) (Inositol 1,4,5-trisphosphate-binding protein P400) (Protein PCD-6) (Purkinje cell protein 1) (Type 1 inositol 1,4,5-trisphosphate receptor) (Type 1 InsP3 receptor)""",Mus musculus (Mouse)
comp134956_c0_seq2,Q7Z6J8,4E-20,E3 ubiquitin-protein ligase E3D (EC 6.3.2.-) (UbcH10-binding protein with a HECT-like domain) (Ubiquitin-conjugating enzyme E2C-binding protein),Homo sapiens (Human)
comp134957_c0_seq1,Q9UGU5,4E-07,HMG domain-containing protein 4 (HMG box-containing protein 4) (High mobility group protein 2-like 1) (Protein HMGBCG),Homo sapiens (Human)
comp134957_c0_seq2,Q9UGU5,1E-20,HMG domain-containing protein 4 (HMG box-containing protein 4) (High mobility group protein 2-like 1) (Protein HMGBCG),Homo sapiens (Human)
comp134960_c0_seq2,Q8BTI8,7E-26,Serine/arginine repetitive matrix protein 2,Mus musculus (Mouse)
comp134962_c0_seq2,Q96L03,1E-69,Spermatogenesis-associated protein 17,Homo sapiens (Human)
comp134967_c1_seq1,Q56R14,4E-06,E3 ubiquitin-protein ligase TRIM33 (EC 6.3.2.-) (Ectodermin) (Transcription intermediary factor 1-gamma) (TIF1-gamma) (Tripartite motif-containing protein 33),Xenopus laevis (African clawed frog)
comp134971_c0_seq1,Q13698,0,"""Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (Voltage-gated calcium channel subunit alpha Cav1.1)""",Homo sapiens (Human)
comp134971_c0_seq2,Q6Q760,8E-19,Sodium leak channel non-selective protein (Four domain-type voltage-gated ion channel alpha-1 subunit) (Voltage gated channel-like protein 1),Rattus norvegicus (Rat)
comp134971_c0_seq3,Q91ZR5,2E-08,Cation channel sperm-associated protein 1 (CatSper1),Mus musculus (Mouse)
comp134971_c0_seq4,Q25452,0,Muscle calcium channel subunit alpha-1 (MDL-alpha-1),Musca domestica (House fly)
comp134971_c0_seq5,Q02485,4E-157,"""Voltage-dependent L-type calcium channel subunit alpha-1S (Calcium channel, L type, alpha-1 polypeptide, isoform 3, skeletal muscle) (ROB1) (Voltage-gated calcium channel subunit alpha Cav1.1) (Fragment)""",Rattus norvegicus (Rat)
